RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,Default
0.7773736876417954,38,0,899.9270444649667,0.722918221401332,8,0,1,0,1,1
0.07746073340956093,46,0,0.4641968521507609,12572.060084174753,16,0,3,0,0,1
0.82443101622625,52,2,0.5640763756593736,2493.928117874652,10,0,1,1,0,1
0.859197543593957,38,1,0.2689915143026544,4793.616553859156,5,1,0,0,2,1
0.8246448057532383,34,0,0.54608632879739,3175.9465444565876,8,0,0,0,0,1
2.2869061268567625,55,2,0.3436756968228664,1671.8471880502143,2,5,0,2,0,1
0.6338002571818847,42,0,0.45669993082251786,5004.470137101259,10,0,1,0,0,1
0.27960299190057225,84,0,270.014774789061,0.0,5,0,0,0,0,1
0.06948742424313717,44,0,0.06313302655622319,9836.297159473503,7,0,0,0,0,1
0.8149570130922329,38,0,0.6228263733248532,4546.494519464605,12,0,1,0,2,1
0.675455002502804,46,1,0.23974970395248957,3909.3556055743798,9,0,0,0,1,1
1.111239563291823,45,0,0.188840372322414,7790.7212374408045,1,0,0,1,0,1
0.977765379846913,45,3,1.0268867953191194,2498.857361750899,4,0,2,0,0,1
0.7616026643111705,64,1,0.24019545085947883,2288.8389461719307,6,0,0,0,0,1
1.0776953139612317,36,1,502.0653869244578,0.0,4,0,0,0,0,1
0.9999999,46,0,0.44625815228687643,1412.7681405533397,4,0,0,0,0,1
0.009205296790884783,45,0,0.5128702778277008,4000.0,9,0,2,0,0,1
0.9497461849051979,27,9,0.05967650153794854,2703.1705302374385,0,9,0,9,0,1
0.5123580194692312,45,0,921.860762112205,0.0,3,1,1,0,0,1
0.10649102666883747,46,0,0.5920962978915874,12460.926864161545,17,0,4,0,0,1
0.5023371696753668,36,0,0.026716230486441724,6233.73333642445,5,0,0,0,0,1
0.8736158279603146,45,4,0.9897793199158029,2495.353262800386,7,0,2,1,0,1
0.7305640365653776,43,0,0.5719951313121439,5000.0,8,0,1,0,0,1
0.0829989319640849,42,0,0.27786150822142175,4383.41672501568,7,0,0,0,1,1
0.5621641081972069,48,1,0.6755528891788676,1736.0498404401797,6,0,0,0,0,1
0.9333921919917366,30,1,0.5282995855747663,5483.552810199284,8,1,1,0,1,1
0.6460235877383108,38,2,0.7047278587034984,3000.0,6,1,1,0,1,1
0.9387842930170348,46,0,0.6187446361252175,4578.807237191886,7,5,1,0,0,1
0.9109530864465227,48,1,0.5060545787286334,3486.881679259137,9,0,1,1,1,1
0.3726386763926055,47,1,0.7684224655428737,2317.2643017195305,12,0,0,0,0,1
0.5857826195404476,71,0,0.798484064731685,4593.330974749776,13,0,1,0,0,1
0.9996642399780424,51,2,0.28199541117929317,6000.0,4,1,0,0,0,1
1.0408492502146465,57,6,0.14980406546338745,3500.0,11,0,0,0,0,1
0.9193785502095617,45,2,0.5721282648182631,7085.706478248574,11,0,1,0,0,1
0.833087984701976,38,0,0.1878948504224244,3400.0,4,0,0,0,0,1
0.49718724422813043,48,1,0.13511596363940226,7280.630227262191,8,0,0,0,0,1
0.7029548169384805,35,0,0.300182006932864,3066.6508304882154,6,0,0,0,0,1
0.03341067905413553,38,0,0.4782487964033563,3000.0,7,0,1,0,2,1
0.5295190389971264,37,2,0.3320996254890179,2600.0,3,1,0,0,0,1
0.7300842929959621,34,0,0.18757139484249136,4788.207759199278,6,0,0,1,0,1
0.9999999,35,0,0.9596308209234017,1494.2057463386122,2,0,0,0,0,1
0.9999999,40,0,33.37353410716055,0.0,0,1,0,0,0,1
0.48054545910526103,60,0,0.15624991124655252,6009.862596782377,6,0,0,0,0,1
0.2508428022626608,64,0,0.7562557416080936,10157.789561307878,19,0,2,0,0,1
1.0155444233497877,48,0,0.7966839431671576,1398.6388818181,6,2,0,1,1,1
0.9229346076145399,53,0,0.6419642631148387,7499.570453279534,6,0,1,0,0,1
0.6518363666513829,50,0,0.36305368034122,6695.5107232694045,5,1,1,0,0,1
1.0038065827697324,49,2,0.5984023862237753,3500.0,2,0,1,0,0,1
0.9331368202913315,30,0,0.3686027899071114,2500.0,9,0,0,0,1,1
0.9420858575485932,61,1,0.8129287319077292,2822.6651370629106,5,0,0,0,1,1
0.9051619450711069,48,0,0.33103458430327626,5022.025294451413,4,1,0,0,0,1
0.320084086595082,53,0,1159.1690674799759,0.0,14,0,1,0,1,1
1.068314923908453,40,3,0.32400246415227657,4500.0,6,0,0,0,1,1
0.9647945400271418,51,0,574.361002571909,0.0,3,1,0,1,0,1
0.922907254821397,38,0,0.44534097697995156,3400.0,5,0,0,0,0,1
0.3310218829723792,48,1,0.3351479653859418,4807.384158258196,6,0,0,0,2,1
0.9577580088804328,47,0,5.353612331357956,0.0,3,0,0,0,1,1
1.1307254345592408,43,2,742.884340538371,0.0,4,0,0,1,0,1
0.6889296796791317,41,1,0.2186686172765111,3069.88945826387,6,0,0,1,0,1
0.26267180321601336,67,1,0.06483081706402073,3478.669898560827,10,0,0,0,0,1
0.9550803738975449,40,3,0.3842275012750349,4495.925460379652,7,0,0,0,1,1
0.8987640188245327,51,1,0.2335363791535257,3640.1925616472417,8,0,0,1,0,1
0.20848240330536272,48,0,0.06126931766701379,5732.3525808889635,15,0,0,0,0,1
0.9999999,43,0,30.7992963846258,0.0,0,0,0,0,0,1
0.5776043003454197,50,0,2040.782769740415,0.0,5,1,1,0,0,1
0.9999999,42,2,0.4516371831804284,1130.270518620421,2,0,0,0,0,1
0.9791796086086618,35,0,0.2065792935708163,7466.018811042331,4,0,1,0,2,1
0.7842381060507208,49,3,0.608797377838851,4555.659769349173,12,0,0,0,2,1
0.9377482085364861,52,0,0.26734446862783584,7800.259611607689,1,0,1,1,1,1
0.1314513587149969,80,0,264.51980282902247,0.0,7,0,0,0,0,1
0.10099170654576567,33,0,0.4480564273950332,3498.43764258157,5,0,1,0,2,1
0.1910928375034713,54,0,0.24990554404115123,9995.984634657878,7,0,1,0,1,1
0.7057855823553839,37,0,0.5999368395233473,3687.1754765178734,6,2,0,0,0,1
0.9999999,37,0,36.144032447067154,0.0,0,0,0,0,0,1
0.9965002509603456,28,7,0.02243509275465025,1637.1276408064887,1,7,0,7,0,1
0.9684255868722035,28,0,0.22671291309190109,2499.876022284421,7,0,0,0,0,1
0.05985322679454101,36,0,0.08172724701962518,6002.711171000137,14,1,0,0,0,1
1.1905430155352879,53,1,0.15774549682169195,3856.9917594794097,5,0,0,1,0,1
0.9999999,40,0,0.13335594568406123,2386.846385715642,2,0,0,0,0,1
0.8602161284090456,31,1,0.39998390747129187,6034.778707259661,5,1,0,1,1,1
0.891320169358005,52,0,1246.6207550326715,0.0,4,1,0,1,0,1
0.994258547287999,25,0,0.041960077758033565,1703.941651841178,0,0,0,0,0,1
0.7816302984921997,39,0,0.9624240923004191,1500.0,9,0,1,0,0,1
0.9999999,54,0,0.12221046875426783,2389.919646165553,0,0,0,0,0,1
0.9939684721330565,73,0,185.0579825520538,0.0,1,0,0,0,0,1
0.07123591191805173,53,1,1.0605643506598592,980.0432013839084,8,0,0,0,0,1
0.7834899927712905,43,0,0.4120339941533594,4500.0,5,0,0,0,0,1
0.9249419183355471,51,0,0.6927092298812885,1196.6901078387618,6,0,0,0,0,1
0.9040381550039258,33,0,0.3597525198915702,6808.458781922478,11,3,0,2,1,1
0.7959435491460143,45,0,0.6872619153412401,4703.737937088832,5,0,1,0,1,1
0.7455430600231927,37,0,0.6400393832030566,3705.4879741816458,7,3,0,0,1,1
0.7727435153182239,56,0,0.3544431209641795,4576.596089882841,7,0,0,0,1,1
0.8378000978087684,37,0,0.17824247188478098,3402.6321593646403,5,0,0,0,0,1
0.8924448381986628,48,0,0.23543081509060307,3695.3117767118356,3,2,0,0,0,1
0.9000401372885363,38,2,0.5536693531639766,5000.0,8,0,1,0,0,1
0.8611375673240276,58,1,0.1679392679677269,6173.383071432477,6,1,0,0,0,1
0.5210834567973646,63,0,0.5029216708723367,14435.098349064938,17,0,3,0,1,1
0.12553347221779795,50,0,0.3971566247116948,6643.881802693108,9,0,2,0,0,1
1.0743664911151143,54,1,0.19351056643767814,2713.1115723449975,4,0,0,0,0,1
0.9999999,44,0,0.25281878191135254,5192.02783102982,2,0,0,0,3,1
0.5281652814634784,65,1,0.2564292334526104,14382.548740673876,15,0,1,0,0,1
0.9914570787496215,44,1,617.7300159742208,0.0,5,1,0,1,0,1
0.8124016734600464,44,0,0.20244839703222786,3394.7888415529646,1,1,0,0,0,1
0.1929325481187465,43,0,1.469145918257119,2326.644850562391,15,0,1,0,0,1
0.46233219410290277,40,0,0.20533914495169864,9166.0,4,0,0,0,0,1
0.891202368345079,52,3,0.7817059062167846,4551.83866651686,13,0,1,0,1,1
0.9581558778975711,53,0,0.1880856193933637,3391.845105908563,1,1,0,0,0,1
0.15939364703256767,58,1,0.2518626172397568,16687.41669562145,16,0,2,0,2,1
0.2650756543483375,59,1,0.2784094180776754,4891.910368990526,10,0,1,0,1,1
0.9883504480406163,35,0,0.8320703400415151,3400.0,5,0,1,0,0,1
0.46213148783510755,62,0,0.38338813717922526,4322.776354600165,9,0,1,0,0,1
0.1255831609723185,55,1,0.3651152366764049,6717.59630606943,6,0,1,1,0,1
0.7722141659390387,52,1,0.4336858711888042,8398.548289518289,8,1,0,1,0,1
0.43214118717855693,58,0,0.2557168758273267,15438.337039300277,13,1,1,0,1,1
0.11903514144534666,42,0,0.33398115093747377,8924.373780100825,5,0,2,0,0,1
0.9173373756403729,48,0,0.37921235969056133,4707.238021744188,5,0,0,0,1,1
0.8069154742062015,40,0,886.1289122908395,0.0,3,0,0,0,1,1
0.865929223258435,45,0,0.8357410957969909,3235.734527640765,16,0,2,0,1,1
0.9939064594023919,43,0,0.7722646372865922,0.0,0,1,0,0,0,1
1.0665661154289756,29,0,0.0684966144980739,2400.7681697984763,3,1,0,0,0,1
1.0636026386668616,40,1,0.41844727597972114,6828.473768072311,11,4,0,0,1,1
0.9999999,43,0,29.888476553013778,0.0,0,1,0,0,0,1
0.3805165761198317,47,1,0.7377043751247989,2316.8530802220766,12,0,0,0,0,1
0.2471615413343996,50,0,0.2507606203151189,7503.357310232014,8,0,1,0,1,1
0.8044198638611719,36,0,43.721661953263464,0.0,1,0,0,0,0,1
0.2089765907969055,57,0,0.4880383660624629,6675.249747631036,9,0,2,0,0,1
0.7162598437582839,45,0,0.6449109820047876,4713.870705728585,13,0,2,0,1,1
1.0063594040380344,46,0,1.6020523280014987,3804.539680374183,11,0,6,1,0,1
1.046498508007216,57,6,0.1691725974260825,3500.0,11,0,0,0,0,1
0.3086263983418337,48,0,0.4896459683936853,6432.460118010742,7,0,1,0,1,1
0.014956180903686913,44,0,0.01083598821246939,7981.443038844875,8,0,0,0,0,1
0.37088670538604673,50,0,0.2840054812686563,21668.94571334547,9,0,1,0,1,1
0.36710244306999906,46,0,0.06389231251689262,4000.0,5,0,0,0,0,1
0.9886633080012472,33,0,0.7869688140538753,3000.0,7,0,1,0,1,1
0.0956795214376194,43,0,0.20777071901254424,5856.468975722445,6,0,0,0,2,1
0.728269480240211,45,0,0.6096860857936347,4715.274401594824,13,0,2,0,1,1
0.7031726282762124,37,2,0.4198081411093507,2700.0,5,2,0,2,0,1
0.6134176223231871,74,1,0.6798523151002582,2500.0,13,1,0,0,0,1
0.9392893190684015,42,0,0.40345314889565953,5041.617595624663,5,1,1,0,1,1
0.9327028709452643,29,0,0.20406902545333067,2497.52859884915,5,0,0,0,0,1
0.7623487325729624,55,1,0.7776959958877232,8353.749838621054,11,1,2,0,0,1
0.12676672448387571,34,0,0.5655844527761392,4620.371289263328,7,0,1,0,0,1
0.9999999,35,0,0.8743617295480299,3399.6667157225793,5,0,1,0,0,1
0.35565539716286804,51,0,8.0,0.0,3,0,0,1,0,1
0.9999999,46,0,125.72877711921855,0.0,1,1,0,0,0,1
0.9845974894962141,25,2,0.03967767056915034,8000.6449712661915,4,1,0,0,0,1
0.9729911256349848,37,0,0.41184662350783624,7418.634800681705,9,0,1,0,1,1
0.084077621066029,50,0,0.47045909148999837,6200.73863203121,10,0,0,0,0,1
0.9226005283705393,68,2,0.2443104116320532,2720.7354648236324,5,0,0,0,1,1
0.8166097355071521,30,0,0.4641685117106989,5458.43393016454,7,0,1,0,1,1
0.9521272664755767,44,2,0.579791817692246,7055.998241109796,10,1,2,1,0,1
0.9448917169256063,35,0,0.29478706375335734,5000.0,2,0,0,0,0,1
0.6423896708762799,61,0,0.7466162025141281,3097.756663094284,13,0,1,0,0,1
0.6024064758552501,41,0,0.38983020032688553,4823.458267927101,5,0,0,0,2,1
0.9992149297172112,52,1,0.8339018637949311,2773.826908197692,5,0,2,1,1,1
0.9818572736431846,44,1,0.25877420689023456,13953.069132243689,6,3,0,1,2,1
0.722613936929281,41,0,0.44130303519704184,4555.065820708244,10,0,0,0,2,1
0.28068074554781,45,1,0.43319162364828756,4000.0,11,2,1,1,1,1
0.7632264445931466,53,1,0.28547893319254103,12007.752522592698,6,0,2,0,0,1
0.5989107329266166,40,2,1.2058675435260577,4000.0,15,0,2,0,1,1
1.0035894876206553,38,0,1532.8162998534233,0.0,11,0,0,0,2,1
0.6755318852453591,40,1,2763.120122140833,0.0,6,2,1,2,0,1
0.8501284181937718,45,0,0.3607472986090482,6892.046672711734,4,0,0,0,1,1
0.35304145603217285,66,0,0.23152934217844365,3474.100621055097,12,0,0,0,0,1
0.049857539250085126,51,0,0.2986535932070184,6500.0,7,0,1,0,1,1
1.2854304443753672,53,1,0.1652952320969202,6200.0,2,1,0,0,0,1
0.8807358672633024,71,0,0.286224941080775,2278.425191178355,4,0,0,0,0,1
0.5141919354969186,49,0,0.41256720079267994,6683.061620569415,7,1,1,0,0,1
0.7623207678925654,48,0,920.3292304476848,0.0,3,0,1,0,0,1
0.9207829797346483,45,0,1.7911971385530776,3798.363260935564,13,0,6,0,0,1
0.9850251507768494,48,0,0.3029726308726416,4027.4379691564427,6,1,0,0,0,1
0.9816674139906897,50,3,1.0787371732014304,2500.0,9,0,2,0,0,1
0.6888117906407982,73,1,1495.2352963628366,0.0,5,4,0,0,0,1
0.9943724025367724,50,0,1289.5816373473172,0.0,4,1,0,1,0,1
0.7465502471927099,59,1,0.2875105316426422,1978.159159757562,6,0,0,0,1,1
0.8292359657411126,47,0,0.5078361873323698,1669.2672422012388,7,0,0,0,0,1
0.0849353881733742,30,0,0.2395799789044297,19514.340790588773,10,0,2,0,0,1
0.25397235975724924,43,0,923.4439012879536,0.0,3,1,1,0,0,1
0.9951553118839047,32,0,0.2723801966141593,4800.0,5,1,0,0,1,1
0.6287162565623992,47,0,0.4369229710761913,9000.0,7,0,3,0,0,1
0.8908893810154603,45,1,0.7256760204680442,3600.0,8,0,2,1,1,1
0.6974826576548556,73,0,2339.4004129594155,0.0,10,0,0,0,0,1
0.6830161747684282,45,0,0.35448757811952336,1685.4283984726067,5,1,0,0,0,1
0.9999999,56,0,1011.0293331099097,0.0,5,0,2,0,0,1
0.3789419006339855,35,0,0.280751136262778,19377.214490413102,12,0,2,0,0,1
0.8835111508670486,36,0,1593.3561002464855,0.0,5,0,1,0,0,1
0.7151934259227057,31,0,0.16861847200568816,3410.611318874657,5,0,0,0,0,1
0.40431092512095007,64,0,0.15862565967471878,3396.3612013100314,5,2,0,0,0,1
0.9756593467095237,31,9,0.07132793753619186,2696.471911836812,1,8,0,9,0,1
0.3892832033542603,31,0,0.17454587815156664,2819.4699273543642,7,2,0,0,0,1
0.7569447342704725,49,2,0.16218457246460932,3500.0,3,1,0,0,1,1
0.9564525056813753,44,0,0.8231451749699287,3234.2784430473293,16,0,2,0,1,1
1.2521136549041052,57,0,0.28564673542218133,1357.5483406783535,3,0,0,1,0,1
0.8776284029865642,53,1,0.280886286333925,5983.813669119598,3,1,1,0,1,1
0.7456882725620335,45,0,0.5834552741793128,4715.55921951174,12,0,1,0,2,1
0.12178669128756492,45,0,0.33402656213512916,4387.3500997769515,7,0,0,0,1,1
0.530594869584343,47,0,0.3450116180773888,7512.149651935167,7,0,1,0,1,1
0.7276679230800559,49,1,0.6169743510949599,3592.881064437803,5,1,1,0,1,1
0.9169796634777981,28,0,0.13862713949636524,1600.0,9,0,0,0,0,1
1.2345631366017287,54,1,0.017061127814816755,4398.509014888119,1,0,0,0,1,1
1.1681618472340334,33,0,0.22377910524654387,3204.141659330096,4,0,0,0,1,1
0.7316946194444125,41,1,524.1542913985251,0.0,5,0,0,0,0,1
0.5691658340079991,52,0,0.6403180264559679,3229.257479151837,13,0,1,0,1,1
0.5710412831123516,44,0,0.09160213222087493,4386.745890242946,4,0,0,0,1,1
0.8240878481991513,52,1,0.5192310278063601,10368.299679945829,11,0,2,0,0,1
0.9999999,52,0,0.8453612937797204,1124.4998426699246,0,3,0,1,1,1
0.989606424666255,68,0,0.23844760439317303,2278.0592317207643,1,0,0,0,0,1
0.5817735770133282,40,0,897.1579638508377,0.0,3,1,0,0,1,1
0.6453502971139611,48,2,2565.391264899694,0.0,8,1,1,1,0,1
0.6306467068236675,49,0,0.3946386663069186,6430.385621990449,4,0,1,0,0,1
0.9999999,54,0,0.09283109163592435,2394.8773272819026,0,0,0,0,0,1
0.6908998768003053,52,1,0.3771914913614168,2775.724832556717,5,1,0,0,0,1
0.17655578856024093,53,0,1138.6181202337355,0.0,17,0,1,0,1,1
1.199070798143958,39,0,0.7806481489454404,3228.8680289792064,15,0,1,0,1,1
0.9361277898566788,45,0,0.19156617522199176,8440.46637423881,3,1,0,0,1,1
1.010332846415915,45,4,0.5041884751755904,10083.299994497922,10,0,1,0,1,1
0.7947630859399404,46,1,0.18581663233942322,3510.1250152703315,5,1,0,0,2,1
0.8746886840186523,38,0,0.1637946497103422,3916.0,6,0,0,0,0,1
0.763516036620064,67,2,0.35785047165482553,2730.811769213151,7,0,0,0,1,1
0.9999999,44,0,0.9717881829515596,1475.739103617185,4,1,1,0,0,1
0.9984593420400574,35,2,0.353144102776338,5999.795843084943,4,1,0,1,1,1
1.8555940255536694,41,2,0.3798611397444074,2418.6929642173095,6,4,0,0,1,1
0.8611298272514636,40,0,882.464061088018,0.0,7,0,0,0,1,1
0.155306251219183,33,0,0.2519975232481897,19368.305296542007,11,0,2,0,0,1
0.9999999,53,0,0.22229172151197557,2372.9545644186223,2,0,0,0,0,1
0.8279076698318721,56,3,0.504301759183879,2675.0557617574627,10,2,0,3,0,1
0.9248286106961213,39,0,0.17703465915668617,3916.0,6,0,0,0,0,1
0.9744471194090955,53,1,0.1652643560406404,3677.154515343893,8,1,0,1,0,1
0.9977679017497079,46,1,1.4377250783809583,5583.129835325909,15,1,2,0,0,1
0.9479218902888711,49,2,0.5350088949071551,3500.0,2,1,1,0,0,1
1.130083690282609,23,6,17.962095721962115,0.0,0,6,0,6,0,1
0.9042012232366926,48,0,0.33040816979978477,5021.752036886794,4,1,0,0,0,1
0.9999999,46,0,135.57402395292226,0.0,0,2,0,0,0,1
0.8870624477784811,38,2,0.3186480535211656,6002.145003482762,5,1,0,0,0,1
0.654052056683948,35,0,0.7939506435353025,2306.024953215444,12,0,0,0,0,1
0.9986176588890432,42,0,0.2262380576804952,5200.0,3,0,0,1,0,1
0.25156611055253825,73,0,0.5165774462124393,6345.973080435079,13,0,5,0,0,1
0.9999999,78,0,0.30739185979319317,2270.399060786323,2,0,0,0,0,1
1.019084560449509,39,0,0.15014991923996063,3174.4969700822626,2,2,0,0,1,1
0.9999999,42,0,0.14918175863234392,2384.3743842819,2,0,0,0,0,1
0.3988416609065912,45,0,0.3127870764585125,9728.596682151825,16,0,0,0,0,1
0.06717590247713949,57,0,0.1563956938279371,8991.7827725099,6,1,1,0,0,1
0.9080133390644165,56,3,2995.2531824463604,0.0,16,0,0,0,0,1
0.29380947730694434,60,0,0.3024785193441595,10992.83464876719,20,0,2,0,0,1
0.9400381240907337,46,1,0.277441931585008,4908.056182694565,9,0,1,1,1,1
0.7595495331511422,43,0,0.1744634537306509,9189.091022128317,6,0,0,0,1,1
0.15223769908757884,50,0,0.182333881473619,9913.811843289008,6,0,1,0,0,1
0.9697302347812267,38,0,3.836287833861606,0.0,2,0,0,0,0,1
0.159095828195022,35,1,0.3978705687843609,3500.0,6,0,0,0,1,1
0.014666316631278091,43,0,0.05021980569798801,7900.929624987377,20,0,0,0,2,1
1.207372889593902,55,1,502.3597744429993,0.0,3,0,0,0,0,1
0.5032990807310418,41,0,0.33921980981340166,9061.197224089281,6,0,2,0,0,1
0.4361880312085372,64,1,0.7347121261345215,10134.237807038948,17,0,1,0,0,1
1.0798235717819198,36,0,0.4995543022634944,2446.8696450578186,8,0,0,0,1,1
0.9999999,46,0,0.1419689142987881,0.0,0,0,0,0,4,1
0.9738432621340194,40,0,875.5778812636212,0.0,15,0,0,0,0,1
0.8680080236651277,47,0,0.2110357674395631,3617.3865532919285,5,0,0,0,1,1
0.9239854566959047,39,0,0.1768120148955687,3916.0,6,0,0,0,0,1
0.16040694294542396,48,3,3.901500611611776,2000.0,11,1,0,1,0,1
0.6090222041333019,42,0,0.8329857554274198,2503.0043942656025,12,0,0,0,0,1
0.9986724963576794,53,1,0.2757656206737284,5999.0037375721795,4,1,1,0,0,1
0.983988283866854,53,0,0.2061591332555664,7355.0856884096165,2,0,0,0,0,1
0.42212722974666117,51,1,0.6861862271595823,13474.98792561202,17,1,3,0,3,1
0.11913794238359324,46,0,0.4077417106690835,5803.083153475854,11,0,1,0,1,1
0.8311994160957265,55,3,0.49465557451867415,2675.53289023072,10,2,0,3,0,1
0.26312439976343016,45,0,22.4463311489418,0.0,3,0,0,0,0,1
1.0332018714523614,47,2,0.5470579176083277,4764.19657765879,6,0,1,0,2,1
0.9452798257189827,51,2,0.7824701000221324,3487.2914664992413,9,0,1,1,0,1
0.9615570129124171,49,0,0.398531898019992,4019.192223220674,6,1,1,0,0,1
0.9982652694830738,49,0,0.18526438674600182,2413.6319311085335,2,0,0,0,1,1
0.908308234041022,52,0,0.5428288279871141,4580.262925458845,7,3,1,0,0,1
0.6328864561229071,52,0,0.5619709921222676,3224.930280073982,12,0,1,0,1,1
1.1614871599481227,23,0,31.0,0.0,1,0,0,0,0,1
0.8386924906979641,57,0,0.7222996487003082,1239.3365197602432,9,0,0,0,0,1
0.24352015072983277,68,0,0.7850762474458726,10176.521585583841,19,0,2,0,0,1
0.8454080151126115,52,3,0.7460351680315067,2495.8431283171526,18,0,0,0,0,1
0.1992163046096038,57,0,0.36702189364835147,10836.608257368258,16,0,2,0,0,1
0.6605362446714709,45,1,0.30715213649265993,4566.181561504275,8,0,0,0,3,1
0.4710101398173737,48,0,0.11910469555263586,7901.375298588806,3,0,0,0,0,1
1.124970540669297,62,0,0.5910518444936772,1396.3547782562916,5,0,0,0,0,1
1.029212769411896,36,0,0.7288994877677653,1375.4594714375773,5,3,0,2,1,1
1.8237570731940707,42,0,0.02741860908686726,4350.0,1,0,0,0,1,1
0.20133306111676366,69,0,33.396000756249784,0.0,0,0,0,0,0,1
0.7123159510991256,38,2,0.6756787245028086,3000.0,6,0,1,0,2,1
0.5894966452157733,63,0,0.5063915335421567,8400.0,12,0,2,0,0,1
0.6598854764351398,41,0,0.4847302676472788,5405.881402952092,13,0,0,0,1,1
0.6200414782675926,43,0,27.086618817822398,0.0,1,1,0,0,0,1
2.516862052326737,59,0,0.42036413105049564,1669.8774574426088,3,3,0,0,0,1
0.8360911063818228,40,0,0.5874542387870952,4549.085279700423,10,0,1,0,1,1
0.6388830017040135,50,1,0.3428408274634393,5956.524971933491,4,0,1,1,1,1
0.3030873479910876,36,0,0.5655984759674929,3000.0,7,0,1,0,1,1
0.9781929879814527,35,0,1951.2183335937427,0.0,9,1,1,0,0,1
0.2132019138929644,37,0,0.596441812514449,4618.147593890313,7,0,1,0,0,1
0.1895943370127055,55,0,2.7028582974203545,1916.0334030069898,16,0,1,0,0,1
0.39068225820891017,45,0,0.4986655199501373,10140.607812997565,14,0,2,0,0,1
0.2504197795337265,54,1,0.2746123259573533,10005.32539800757,7,0,1,0,1,1
0.8398830460817707,64,0,0.2585507718437147,6500.0,3,0,1,1,1,1
0.8712201890336657,40,3,0.42532769058996434,4493.473484259265,7,0,0,0,1,1
1.0159727521493485,62,1,0.830482873029087,5567.2484821705875,10,0,1,0,0,1
0.47662140536509967,38,0,0.42838087590836016,1703.3585375644004,3,0,0,0,0,1
0.7343174944563401,27,0,0.5473102612847017,4180.671974573584,5,0,1,0,1,1
1.3203068708615464,25,3,21.665866220300178,0.0,0,3,0,4,0,1
0.8317040559759225,42,0,29.26663721246227,0.0,0,1,0,0,0,1
0.5763868962017261,38,0,942.4271008173423,0.0,5,0,0,0,0,1
0.9478428458055365,76,0,0.24440386399080477,2289.7154202705556,6,0,0,0,0,1
0.9376355023801746,30,0,0.1503684659081746,3299.225299524306,9,0,0,0,1,1
0.9061580421767342,30,0,0.334228343511299,1538.7604467671497,4,0,0,0,0,1
0.9485618449754996,50,0,0.4255713444144344,4016.531907007043,6,1,1,0,0,1
1.0673661078190118,54,3,0.47182671204063104,3524.9137976035486,9,0,0,0,1,1
0.8230173384206769,35,1,1.7467664450908182,2015.3897179097364,5,1,0,0,0,1
0.7629311985693459,46,0,0.5391231982577332,4714.263361367312,12,0,1,0,1,1
0.1282228728862335,33,1,0.15874623724895012,5240.60663753108,9,0,0,0,0,1
0.4211435653518145,46,0,0.16285260581351937,7500.0,6,0,1,0,1,1
0.6524654274652846,49,0,9.957396478135502,0.0,1,0,0,0,0,1
0.9953005657869268,52,0,0.0029571193799584573,6495.9335197462315,0,0,0,0,0,1
0.6861042700442198,53,0,0.46839147964335454,2708.550294097563,7,0,0,0,0,1
0.8630111548931244,35,1,0.7973561664830515,4000.0,10,0,1,0,1,1
0.9754221866468773,40,2,1.0444224596541754,3606.8915235088507,8,0,3,0,1,1
0.2567993211753365,57,2,0.2786028816480117,6744.093615022329,4,1,0,1,0,1
0.7211220280926098,66,0,0.5951877519486303,4588.059222945695,10,0,1,0,0,1
0.3807646840604668,49,0,0.2531958411373536,4000.0,6,0,0,0,0,1
0.33870001553491086,46,0,1.3972164334040582,4665.3931310446005,12,0,2,0,0,1
0.5154262392875549,29,0,0.4624560907863241,1384.0427079393712,4,1,0,1,1,1
0.021953890769633853,42,0,0.058655504674270206,8094.513584613323,6,0,0,0,0,1
1.1749851361691852,53,0,253.32781180655772,0.0,5,1,0,0,0,1
0.5811183705872212,58,0,0.35157454874188865,8507.658603709955,8,0,1,0,0,1
0.0,45,0,0.18007840200847328,6455.775693953709,5,0,0,0,1,1
0.01703258836660634,42,0,0.01114608329180724,9880.177564890744,10,0,0,0,1,1
0.9756567686216957,48,0,0.19412744611913513,14197.363908128953,5,2,0,1,3,1
0.9999999,39,0,0.05454863107226321,2400.0,1,0,0,0,0,1
0.9893155293654137,41,1,711.7647338240224,0.0,3,6,0,0,0,1
0.21694530632817544,27,0,0.3215466183353991,1393.2835014006148,4,0,0,0,1,1
0.8010226486492591,50,0,0.9050715447973884,1467.7256410430773,10,0,1,0,0,1
0.9510430202897555,39,0,0.433095546684397,6864.682479366668,6,1,0,0,0,1
0.7048249255810348,53,0,0.8622257855797467,14161.658762691857,20,0,5,0,2,1
0.7008230498791903,45,1,0.3554298228395008,4567.79474114659,8,1,0,0,3,1
0.3136924794626239,37,0,0.5029815172571204,3500.0,4,0,1,0,1,1
0.7875476941834691,40,0,0.16533372540165414,6527.847177437302,11,0,0,0,1,1
0.26757297848790207,45,0,18.543629955343732,0.0,3,0,0,0,0,1
0.8406317336081741,48,0,0.3197201743206223,3590.7206764644416,7,0,1,0,0,1
0.3830135880750165,43,0,0.7057984127597892,1035.6553541794049,5,0,0,0,0,1
